the_geom,cartodb_id,bbl,fc_subsidy_id
,812185,1017350030,1000000000223
,812186,1017350030,1000000000224
,812187,1017350034,1000000000224
,812188,1017367501,1000000000225
,812189,1017490066,1000000000226
,812190,1017490160,1000000000227
,812191,1017500052,1000000000228
,812192,1017500104,1000000000230
,812193,1017510156,1000000000232
,812194,1017520010,1000000000233
,812195,1017520070,1000000000234
,812196,1017530027,1000000000235
,812197,1017530052,1000000000236
,812198,1017530057,1000000000237
,812199,1017550024,1000000000239
,812200,1017550047,1000000000240
,812201,1017550050,1000000000241
,812202,1017560008,1000000000242
,812203,1017560024,1000000000243
,812204,1017560026,1000000000244
,812205,1019700016,1000000000245
,812206,1017560039,1000000000245
,812207,1017550047,1000000000245
,812208,1011480059,1000000000245
,812209,1003870124,1000000000245
,812210,1017670005,1000000000246
,812211,1017670016,1000000000247
,812212,1017690021,1000000000249
,812213,1017790007,1000000000250
,812214,1017800075,1000000000251
,812215,1017807501,1000000000252
,812216,1017830012,1000000000253
,812217,1017830026,1000000000254
,812218,1017840021,1000000000255
,812219,1017850009,1000000000256
,812220,1017860046,1000000000257
,812221,1016890004,1000000000257
,812222,1017880018,1000000000258
,812223,1017880020,1000000000259
,812224,1017880043,1000000000260
,812225,1017890021,1000000000261
,812226,1017890027,1000000000262
,812227,1017897501,1000000000263
,812228,1017950018,1000000000264
,812229,1019820031,1000000000264
,812230,1020310033,1000000000264
,812231,1017950033,1000000000265
,812232,1018200041,1000000000266
,812233,1018210002,1000000000267
,812234,1018210052,1000000000268
,812235,1018220008,1000000000269
,812236,1018220014,1000000000270
,812237,1018220038,1000000000271
,812238,1018220055,1000000000272
,812239,1018220058,1000000000273
,812240,3024080003,2000000001922
,812241,3024080007,2000000001923
,812242,3024180040,2000000001924
,812243,3024250036,2000000001925
,812244,3024880001,2000000001926
,812245,3024950023,2000000001927
,812246,3024950042,2000000001928
,812247,3027570028,2000000001929
,812248,3029210016,2000000001930
,812249,3029220003,2000000001931
,812250,3030310018,2000000001932
,812251,3030720001,2000000001933
,812252,3031320027,2000000001934
,812253,3032310001,2000000001936
,812254,3032940042,2000000001937
,812255,3033030001,2000000001938
,812256,3033310036,2000000001940
,812257,3033320047,2000000001941
,812258,3034170001,2000000001943
,812259,3034440016,2000000001944
,812260,3034460001,2000000001945
,812261,3034870021,2000000001946
,812262,3035090001,2000000001947
,812263,3035110065,2000000001948
,812264,3035120001,2000000001949
,812265,3035130001,2000000001950
,812266,3035750011,2000000001951
,812267,3035900011,2000000001952
,812268,3036060010,2000000001953
,812269,3036150001,2000000001954
,812270,3037260013,2000000001955
,812271,3037370001,2000000001956
,812272,3037540013,2000000001957
,812273,3037690001,2000000001958
,812274,3037710033,2000000001959
,812275,3037850001,2000000001960
,812276,3036060010,2000000001961
,812277,3038030011,2000000001961
,812278,3038060021,2000000001962
,812279,3039950001,2000000001963
,812280,3040430001,2000000001964
,812281,3043090001,2000000001965
,812282,3043750070,2000000001967
,812283,3044310070,2000000001968
,812284,3044340075,2000000001970
,812285,3046500052,2000000001971
,812286,3047170011,2000000001972
,812287,3013950024,2000000001973
,812288,3047950013,2000000001973
,812289,3048680019,2000000001974
,812290,3051250033,2000000001975
,812291,3051310019,2000000001976
,812292,3054200050,2000000001978
,812293,3054230014,2000000001979
,812294,3054240050,2000000001980
,812295,3054370050,2000000001981
,812296,3055910033,2000000001982
,812297,3055950030,2000000001983
,812298,3056020030,2000000001984
,812299,3056080006,2000000001985
,812300,3056660001,2000000001986
,812301,3056660012,2000000001987
,812302,3058710061,2000000001988
,812303,3060780010,2000000001989
,812304,3062640029,2000000001990
,812305,3065080006,2000000001991
,812306,3066810225,2000000001992
,812307,3066820045,2000000001993
,812308,3067500050,2000000001994
,812309,3069110006,2000000001995
,812310,3070460001,2000000001996
,812311,3070580013,2000000001998
,812312,3070680030,2000000001999
,812313,3071620016,2000000002000
,812314,3075800012,2000000002001
,812315,3086930012,2000000002002
,812316,3087190027,2000000002003
,812317,4000170028,2000000002004
,812318,4005680012,2000000002005
,812319,4006120033,2000000002006
,812320,4006140054,2000000002007
,812321,4008840012,2000000002008
,812322,4008930050,2000000002009
,812323,4009030007,2000000002010
,812324,4009080001,2000000002011
,812325,4010550038,2000000002012
,812326,4013760032,2000000002013
,812327,4019090001,2000000002014
,812328,4019320009,2000000002015
,812329,4019360020,2000000002016
,812330,4019520045,2000000002017
,812331,4023240035,2000000002018
,812332,4051370118,2000000002019
,812333,4052000006,2000000002021
,812334,4058630250,2000000002022
,812335,4067920001,2000000002023
,812336,4097240196,2000000002027
,812337,4097540001,2000000002028
,812338,4100500010,2000000002029
,812339,4120510020,2000000002031
,812340,4121820080,2000000002032
,812341,4122770001,2000000002033
,812342,4123220001,2000000002034
,812343,4124570002,2000000002035
,812344,4155630056,2000000002036
,812345,4156250001,2000000002037
,812346,4009080001,2000000002038
,812347,4156290062,2000000002038
,812348,4157090006,2000000002039
,812349,4157520001,2000000002040
,812350,4158100025,2000000002041
,812351,4158100030,2000000002042
,812352,4158100030,2000000002043
,812353,4158100055,2000000002043
,812354,4161550021,2000000002044
,812355,5000130008,2000000002045
,812356,5000490001,2000000002046
,812357,1019530002,1000000000372
,812358,1020770033,1000000000372
,812359,1019530010,1000000000373
,812360,1019540036,1000000000374
,812361,1019540038,1000000000375
,812362,1019540040,1000000000376
,812363,1019547501,1000000000377
,812364,1019580032,1000000000378
,812365,1019590001,1000000000379
,812366,1019660049,1000000000380
,812367,1019660052,1000000000381
,812368,1019660102,1000000000382
,812369,1019690001,1000000000383
,812370,1019690081,1000000000384
,812371,1019700016,1000000000385
,812372,1019700035,1000000000386
,812373,1019700062,1000000000387
,812374,1019820031,1000000000388
,812375,1019840001,1000000000389
,812376,1019870012,1000000000390
,812377,1019880016,1000000000391
,812378,1019880081,1000000000392
,812379,1019880098,1000000000393
,812380,1020020002,1000000000394
,812381,1020020014,1000000000395
,812382,1017260049,1000000000396
,812383,1020060017,1000000000396
,812384,1019370031,1000000000397
,812385,1020060020,1000000000397
,812386,1020060036,1000000000398
,812387,1020070045,1000000000399
,812388,1020070054,1000000000400
,812389,1020090018,1000000000401
,812390,1020090039,1000000000402
,812391,1020090044,1000000000403
,812392,1020070045,1000000000404
,812393,1020090044,1000000000404
,812394,1020090063,1000000000404
,812395,1020110011,1000000000404
,812396,1020110015,1000000000404
,812397,1020110022,1000000000404
,812398,1020110033,1000000000404
,812399,1020110061,1000000000404
,812400,1020110063,1000000000404
,812401,1020120001,1000000000404
,812402,1020120018,1000000000404
,812403,1020120052,1000000000404
,812404,1020120056,1000000000404
,812405,1020130018,1000000000404
,812406,1020130026,1000000000404
,812407,1020100030,1000000000405
,812408,1020100042,1000000000406
,812409,1020100064,1000000000407
,812410,1020070045,1000000000408
,812411,1020090044,1000000000408
,812412,1020090063,1000000000408
,812413,1020110011,1000000000408
,812414,1020110015,1000000000408
,812415,1020110022,1000000000408
,812416,1020110033,1000000000408
,812417,1020110061,1000000000408
,812418,1020110063,1000000000408
,812419,1020120001,1000000000408
,812420,1020120018,1000000000408
,812421,1020120052,1000000000408
,812422,1020120056,1000000000408
,812423,1020130018,1000000000408
,812424,1020130026,1000000000408
,812425,1018250029,1000000000274
,812426,1018260036,1000000000275
,812427,1018270029,1000000000276
,812428,1018280038,1000000000277
,812429,1018280060,1000000000278
,812430,1018290009,1000000000279
,812431,1018290038,1000000000280
,812432,1018300052,1000000000281
,812433,1018300163,1000000000282
,812434,1018310022,1000000000283
,812435,1018310040,1000000000284
,812436,1018310121,1000000000285
,812437,1018370021,1000000000286
,812438,1018400153,1000000000287
,812439,1018420051,1000000000288
,812440,1018430003,1000000000289
,812441,1018470068,1000000000290
,812442,1018480001,1000000000291
,812443,1018480011,1000000000292
,812444,1018480013,1000000000293
,812445,1018480053,1000000000294
,812446,1018480011,1000000000295
,812447,1018490043,1000000000295
,812448,1018590046,1000000000296
,812449,1018627501,1000000000298
,812450,1018700045,1000000000299
,812451,1018700060,1000000000300
,812452,1018760030,1000000000301
,812453,1018770028,1000000000302
,812454,1018790057,1000000000303
,812455,1018830036,1000000000304
,812456,1019040003,1000000000305
,812457,1019040004,1000000000305
,812458,1019040004,1000000000306
,812459,1019050002,1000000000307
,812460,1019050026,1000000000308
,812461,1019050062,1000000000309
,812462,1019070063,1000000000310
,812463,1019080055,1000000000311
,812464,1019120026,1000000000313
,812465,1019120033,1000000000314
,812466,1019120043,1000000000315
,812467,1019130030,1000000000316
,812468,1019147503,1000000000317
,812469,1019150029,1000000000318
,812470,1019150059,1000000000319
,812471,1019170046,1000000000320
,812472,1019160030,1000000000320
,812473,1019170010,1000000000321
,812474,1019170046,1000000000322
,812475,1019160030,1000000000322
,812476,1019180018,1000000000323
,812477,1019180040,1000000000324
,812478,1019180050,1000000000325
,812479,1019180052,1000000000325
,812480,1019180050,1000000000326
,812481,1019180052,1000000000326
,812482,1019190002,1000000000327
,812483,1019200020,1000000000328
,812484,1019200025,1000000000328
,812485,1019200020,1000000000329
,812486,1019200025,1000000000329
,812487,1019210038,1000000000330
,812488,1019220011,1000000000331
,812489,1019530002,1000000000331
,812490,1020770033,1000000000331
,812491,1019230001,1000000000332
,812492,1019230060,1000000000333
,812493,1019240064,1000000000334
,812494,1019247502,1000000000335
,812495,1019257501,1000000000336
,812496,1019260008,1000000000337
,812497,1019260033,1000000000338
,812498,1019270064,1000000000339
,812499,1019280002,1000000000340
,812500,1019280030,1000000000341
,812501,1019280033,1000000000342
,812502,1019280057,1000000000343
,812503,1019280059,1000000000344
,812504,1019280061,1000000000345
,812505,1019290029,1000000000346
,812506,1019320062,1000000000347
,812507,1019370031,1000000000348
,812508,1017350006,1000000000349
,812509,1019380030,1000000000349
,812510,1019400019,1000000000349
,812511,1019410008,1000000000349
,812512,1020100064,1000000000349
,812513,1019380043,1000000000350
,812514,1019390004,1000000000351
,812515,1019390062,1000000000352
,812516,1019390063,1000000000353
,812517,1019400019,1000000000354
,812518,1019410008,1000000000355
,812519,1019410018,1000000000356
,812520,1019410061,1000000000357
,812521,1019430027,1000000000358
,812522,1019430057,1000000000359
,812523,1019437503,1000000000360
,812524,1019440024,1000000000361
,812525,1019457503,1000000000362
,812526,1019430057,1000000000363
,812527,1019460029,1000000000363
,812528,1019460038,1000000000363
,812529,1019460038,1000000000364
,812530,1019467502,1000000000365
,812531,1019470043,1000000000366
,812532,1019480047,1000000000367
,812533,1019500014,1000000000368
,812534,1019500057,1000000000369
,812535,1019500061,1000000000370
,812536,1019500064,1000000000371
,812537,1019220011,1000000000372
,812538,3050590051,1000000001422
,812539,3051070003,1000000001423
,812540,3054240050,1000000001424
,812541,3054370050,1000000001425
,812542,3055910033,1000000001427
,812543,3058710061,1000000001428
,812544,3067500050,1000000001429
,812545,3069110006,1000000001430
,812546,3070110011,1000000001431
,812547,3070490051,1000000001432
,812548,3070500001,1000000001433
,812549,3070510033,1000000001434
,812550,1019930040,2000000001637
,812551,3070520014,1000000001435
,812552,3070520034,1000000001436
,812553,1020010038,2000000001638
,812554,3071370001,1000000001437
,812555,1020010050,2000000001639
,812556,3071400016,1000000001437
,812557,1020020067,2000000001640
,812558,3071400016,1000000001438
,812559,1020100050,2000000001641
,812560,3082737501,1000000001440
,812561,3083290225,1000000001441
,812562,4000067501,1000000001442
,812563,1020110038,2000000001642
,812564,1020120041,2000000001643
,812565,4000067502,1000000001443
,812566,1020120045,2000000001644
,812567,4000550020,1000000001444
,812568,1020260001,2000000001645
,812569,1020260033,2000000001646
,812570,4002680015,1000000001445
,812571,1020320023,2000000001647
,812572,1020320034,2000000001648
,812573,4003510014,1000000001446
,812574,1020430029,2000000001649
,812575,4004900101,1000000001447
,812576,1020510054,2000000001651
,812577,1020600047,2000000001652
,812578,4005400040,1000000001448
,812579,1020650001,2000000001653
,812580,4008840012,1000000001449
,812581,1020680074,2000000001654
,812582,4049787503,1000000001450
,812583,4050440063,1000000001451
,812584,1020720030,2000000001655
,812585,1020740033,2000000001656
,812586,4051450049,1000000001452
,812587,1020760031,2000000001657
,812588,4051450086,1000000001453
,812589,4052000052,1000000001454
,812590,1020760046,2000000001658
,812591,4058630250,1000000001455
,812592,1017550020,2000000001659
,812593,4067920050,1000000001456
,812594,1020760056,2000000001659
,812595,1020790053,2000000001660
,812596,4068090001,1000000001457
,812597,1020810020,2000000001661
,812598,4092810044,1000000001458
,812599,1020820036,2000000001662
,812600,4093337501,1000000001459
,812601,1020830048,2000000001663
,812602,4096810091,1000000001460
,812603,1020980053,2000000001664
,812604,1021140035,2000000001665
,812605,4097577501,1000000001461
,812606,1021190036,2000000001666
,812607,4097580006,1000000001462
,812608,1021200014,2000000001667
,812609,4098040050,1000000001463
,812610,1021230038,2000000001668
,812611,1021290046,2000000001669
,812612,1021520036,2000000001670
,812613,1021520061,2000000001671
,812614,1021700368,2000000001672
,812615,1022200043,2000000001673
,812616,1022260029,2000000001674
,812617,1022260045,2000000001675
,812618,2022640014,2000000001676
,812619,2022670002,2000000001677
,812620,2022670011,2000000001678
,812621,2022810021,2000000001679
,812622,2022820018,2000000001680
,812623,2022820075,2000000001681
,812624,2022670002,2000000001682
,812625,2022670011,2000000001682
,812626,2022830053,2000000001682
,812627,2022900110,2000000001683
,812628,2023140001,2000000001684
,812629,2023380003,2000000001685
,812630,2023380003,2000000001686
,812631,2023590210,2000000001686
,812632,2023770020,2000000001686
,812633,2024790029,2000000001686
,812634,2027630100,2000000001686
,812635,2023770020,2000000001687
,812636,2023790051,2000000001688
,812637,2024060021,2000000001689
,812638,2024200120,2000000001690
,812639,2024350045,2000000001691
,812640,2024400001,2000000001692
,812641,2024410001,2000000001693
,812642,2024470051,2000000001694
,812643,2024600001,2000000001695
,812644,2024790029,2000000001696
,812645,2025050019,2000000001697
,812646,2025090036,2000000001698
,812647,2025130001,2000000001699
,812648,2025150031,2000000001700
,812649,2025180001,2000000001701
,812650,2025290025,2000000001702
,812651,2025520061,2000000001703
,812652,2025530002,2000000001704
,812653,2025560002,2000000001705
,812654,2026030073,2000000001706
,812655,2026150057,2000000001707
,812656,2026210001,2000000001708
,812657,2026230001,2000000001709
,812658,2026530001,2000000001711
,812659,2026630062,2000000001712
,812660,2026740051,2000000001713
,812661,2026820001,2000000001714
,812662,2026840068,2000000001715
,812663,2026840085,2000000001716
,812664,2027030001,2000000001717
,812665,2027200024,2000000001718
,812666,2027200093,2000000001719
,812667,2027240001,2000000001719
,812668,2027220040,2000000001720
,812669,2027220052,2000000001721
,812670,2027230012,2000000001722
,812671,2027230040,2000000001723
,812672,2027240001,2000000001724
,812673,2027200093,2000000001724
,812674,2027320031,2000000001725
,812675,2027440063,2000000001726
,812676,2027460030,2000000001727
,812677,2027460040,2000000001728
,812678,2027470028,2000000001729
,812679,2027510022,2000000001730
,812680,2027570028,2000000001731
,812681,2027610103,2000000001732
,812682,2027620001,2000000001733
,812683,2027630100,2000000001734
,812684,2027650296,2000000001735
,812685,2027660081,2000000001736
,812686,2027850040,2000000001737
,812687,2027900003,2000000001738
,812688,2028010031,2000000001739
,812689,2028100037,2000000001740
,812690,2028320015,2000000001742
,812691,2028330030,2000000001743
,812692,2028340001,2000000001744
,812693,2028400077,2000000001745
,812694,2028630007,2000000001746
,812695,2028630008,2000000001747
,812696,2028660080,2000000001748
,812697,2028660091,2000000001749
,812698,2028690163,2000000001750
,812699,2028700040,2000000001751
,812700,2028720117,2000000001752
,812701,2028730103,2000000001753
,812702,2028740027,2000000001755
,812703,2028770202,2000000001756
,812704,2028770453,2000000001757
,812705,2028780170,2000000001758
,812706,2028800029,2000000001759
,812707,2029290074,2000000001760
,812708,2029350036,2000000001762
,812709,2029380016,2000000001762
,812710,2029380049,2000000001763
,812711,2029400011,2000000001764
,812712,2029400065,2000000001765
,812713,2029770080,2000000001767
,812714,2029830030,2000000001768
,812715,2029900001,2000000001769
,812716,2030020025,2000000001770
,812717,2030060084,2000000001771
,812718,2030100012,2000000001772
,812719,2030260005,2000000001773
,812720,2030440017,2000000001774
,812721,2030500076,2000000001775
,812722,2030510001,2000000001776
,812723,2030530055,2000000001777
,812724,2030760039,2000000001778
,812725,2030850045,2000000001779
,812726,2030970016,2000000001780
,812727,2031140008,2000000001781
,812728,2031140009,2000000001782
,812729,2031140067,2000000001783
,812730,2031150021,2000000001784
,812731,2031250001,2000000001785
,812732,2031250012,2000000001786
,812733,2031280001,2000000001787
,812734,2031300002,2000000001788
,812735,2027850040,2000000001789
,812736,2028100037,2000000001789
,812737,2028770202,2000000001789
,812738,2031300020,2000000001789
,812739,2039700035,2000000001789
,812740,2058512091,2000000001789
,812741,2031327501,2000000001790
,812742,2031330001,2000000001791
,812743,2031400007,2000000001792
,812744,2032067501,2000000001793
,812745,2032150014,2000000001794
,812746,2032200032,2000000001795
,812747,2032340037,2000000001796
,812748,2032480150,2000000001797
,812749,2032720002,2000000001798
,812750,2032790025,2000000001799
,812751,2032820052,2000000001800
,812752,2032910016,2000000001801
,812753,2035190005,2000000001802
,812754,2036000004,2000000001804
,812755,2036120013,2000000001805
,812756,2036720001,2000000001806
,812757,2037370070,2000000001807
,812758,2037740055,2000000001808
,812759,2038270201,2000000001809
,812760,2039970042,2000000001811
,812761,2040480014,2000000001812
,812762,2043410020,2000000001813
,812763,2044270004,2000000001815
,812764,2044280019,2000000001816
,812765,2046050010,2000000001818
,812766,2046680065,2000000001820
,812767,2048340052,2000000001822
,812768,2048340063,2000000001823
,812769,2048360001,2000000001824
,812770,2051410265,2000000001825
,812771,2051410280,2000000001826
,812772,2051411085,2000000001828
,812773,2057500500,2000000001830
,812774,2058512091,2000000001832
,812775,3002367502,2000000001833
,812776,3004510025,2000000001834
,812777,3004610059,2000000001835
,812778,3007330009,2000000001837
,812779,3011750068,1000000001217
,812780,3012220042,1000000001217
,812781,3016510041,1000000001217
,812782,3019850014,1000000001217
,812783,3038070042,1000000001217
,812784,3019920020,1000000001219
,812785,3020160040,1000000001220
,812786,3020330002,1000000001221
,812787,3020337501,1000000001222
,812788,3020940010,1000000001223
,812789,3021067502,1000000001224
,812790,3021077501,1000000001225
,812791,3021190001,1000000001226
,812792,3021310034,1000000001227
,812793,3021347502,1000000001228
,812794,3021360032,1000000001229
,812795,3021390007,1000000001230
